T_MeV,mu_MeV,rho,xi
130.5,243.382471,0.135,0.4
130.5,244.106818,0.1375,0.4
130.5,244.816822,0.14,0.4
130.5,245.51299,0.1425,0.4
130.5,246.195807,0.145,0.4
130.5,246.865728,0.1475,0.4
130.5,247.52319,0.15,0.4
130.5,248.802366,0.155,0.4
130.5,250.036406,0.16,0.4
130.5,251.228097,0.165,0.4
130.5,252.379976,0.17,0.4
130.5,253.49436,0.175,0.4
130.5,254.57337,0.18,0.4
130.5,255.618953,0.185,0.4
130.5,256.632899,0.19,0.4
130.5,257.61686,0.195,0.4
130.5,258.572361,0.2,0.4
130.5,259.500816,0.205,0.4
130.5,260.403535,0.21,0.4
130.5,261.281735,0.215,0.4
130.5,262.136551,0.22,0.4
130.5,262.969041,0.225,0.4
130.5,263.780192,0.23,0.4
130.5,264.570928,0.235,0.4
130.5,265.342115,0.24,0.4
130.5,266.094565,0.245,0.4
130.5,266.829041,0.25,0.4
130.5,267.546261,0.255,0.4
130.5,268.246899,0.26,0.4
130.5,268.931594,0.265,0.4
130.5,269.600946,0.27,0.4
130.5,270.255524,0.275,0.4
130.5,270.895865,0.28,0.4
130.5,271.522479,0.285,0.4
130.5,272.135847,0.29,0.4
130.5,272.736427,0.295,0.4
130.5,273.324654,0.3,0.4
130.5,274.465681,0.31,0.4
130.5,275.561997,0.32,0.4
130.5,276.616387,0.33,0.4
130.5,277.63139,0.34,0.4
130.5,278.609319,0.35,0.4
130.5,279.552295,0.36,0.4
130.5,280.462264,0.37,0.4
130.5,281.341015,0.38,0.4
130.5,282.190199,0.39,0.4
130.5,283.011339,0.4,0.4
130.5,283.805849,0.41,0.4
130.5,284.575036,0.42,0.4
130.5,285.320119,0.43,0.4
130.5,286.042229,0.44,0.4
130.5,286.742425,0.45,0.4
130.5,287.421691,0.46,0.4
130.5,288.080952,0.47,0.4
130.5,288.721073,0.48,0.4
130.5,289.342863,0.49,0.4
130.5,289.947085,0.5,0.4
130.5,290.534456,0.51,0.4
130.5,291.105651,0.52,0.4
130.5,291.661306,0.53,0.4
130.5,292.202021,0.54,0.4
130.5,292.728364,0.55,0.4
130.5,293.240871,0.56,0.4
130.5,293.740051,0.57,0.4
130.5,294.226386,0.58,0.4
130.5,294.700332,0.59,0.4
130.5,295.162324,0.6,0.4
130.5,295.612773,0.61,0.4
130.5,296.052073,0.62,0.4
130.5,296.480596,0.63,0.4
130.5,296.898699,0.64,0.4
130.5,297.306721,0.65,0.4
130.5,297.704985,0.66,0.4
130.5,298.093801,0.67,0.4
130.5,298.473464,0.68,0.4
130.5,298.844257,0.69,0.4
130.5,299.20645,0.7,0.4
130.5,299.560302,0.71,0.4
130.5,299.906061,0.72,0.4
130.5,300.243966,0.73,0.4
130.5,300.574244,0.74,0.4
130.5,300.897114,0.75,0.4
130.5,301.212787,0.76,0.4
130.5,301.521465,0.77,0.4
130.5,301.823343,0.78,0.4
130.5,302.118606,0.79,0.4
130.5,302.407437,0.8,0.4
130.5,302.966485,0.82,0.4
130.5,303.501801,0.84,0.4
130.5,304.014606,0.86,0.4
130.5,304.506039,0.88,0.4
130.5,304.977165,0.9,0.4
130.5,305.428978,0.92,0.4
130.5,305.86241,0.94,0.4
130.5,306.278336,0.96,0.4
130.5,306.677581,0.98,0.4
130.5,307.060917,1.0,0.4
130.5,307.429077,1.02,0.4
130.5,307.782751,1.04,0.4
130.5,308.122591,1.06,0.4
130.5,308.449217,1.08,0.4
130.5,308.763215,1.1,0.4
130.5,309.065144,1.12,0.4
130.5,309.355534,1.14,0.4
130.5,309.63489,1.16,0.4
130.5,309.903697,1.18,0.4
130.5,310.162414,1.2,0.4
130.5,310.411483,1.22,0.4
130.5,310.651327,1.24,0.4
130.5,310.882353,1.26,0.4
130.5,311.104949,1.28,0.4
130.5,311.319491,1.3,0.4
130.5,311.526341,1.32,0.4
130.5,311.725849,1.34,0.4
130.5,311.91835,1.36,0.4
130.5,312.104173,1.38,0.4
130.5,312.283633,1.4,0.4
130.5,312.457037,1.42,0.4
130.5,312.624685,1.44,0.4
130.5,312.786866,1.46,0.4
130.5,312.943865,1.48,0.4
130.5,313.095958,1.5,0.4
130.5,313.243416,1.52,0.4
130.5,313.386504,1.54,0.4
130.5,313.525482,1.56,0.4
130.5,313.660606,1.58,0.4
130.5,313.792126,1.6,0.4
130.5,313.920291,1.62,0.4
130.5,314.045346,1.64,0.4
130.5,314.16753,1.66,0.4
130.5,314.287085,1.68,0.4
130.5,314.404246,1.7,0.4
130.5,314.51925,1.72,0.4
130.5,314.63233,1.74,0.4
130.5,314.74372,1.76,0.4
130.5,314.853651,1.78,0.4
130.5,314.962355,1.8,0.4
130.5,315.070066,1.82,0.4
130.5,315.177014,1.84,0.4
130.5,315.283432,1.86,0.4
130.5,315.389554,1.88,0.4
130.5,315.495615,1.9,0.4
130.5,315.60185,1.92,0.4
130.5,315.708498,1.94,0.4
130.5,315.815798,1.96,0.4
130.5,315.923991,1.98,0.4
130.5,316.033321,2.0,0.4
130.5,316.144035,2.02,0.4
130.5,316.256382,2.04,0.4
130.5,316.370613,2.06,0.4
130.5,316.486986,2.08,0.4
130.5,316.605756,2.1,0.4
130.5,316.727187,2.12,0.4
130.5,316.851543,2.14,0.4
130.5,316.979092,2.16,0.4
130.5,317.110108,2.18,0.4
130.5,317.244863,2.2,0.4
130.5,317.383639,2.22,0.4
130.5,317.526716,2.24,0.4
130.5,317.674379,2.26,0.4
130.5,317.826916,2.28,0.4
130.5,317.984618,2.3,0.4
130.5,318.147777,2.32,0.4
130.5,318.316688,2.34,0.4
130.5,318.491645,2.36,0.4
130.5,318.672945,2.38,0.4
130.5,318.860884,2.4,0.4
130.5,319.055757,2.42,0.4
130.5,319.257856,2.44,0.4
130.5,319.467473,2.46,0.4
130.5,319.684892,2.48,0.4
130.5,319.910395,2.5,0.4
130.5,320.144257,2.52,0.4
130.5,320.386743,2.54,0.4
130.5,320.638109,2.56,0.4
130.5,320.898602,2.58,0.4
130.5,321.168453,2.6,0.4
130.5,321.44788,2.62,0.4
130.5,321.737085,2.64,0.4
130.5,322.03625,2.66,0.4
130.5,322.345539,2.68,0.4
130.5,322.665094,2.7,0.4
130.5,322.995032,2.72,0.4
130.5,323.335447,2.74,0.4
130.5,323.686407,2.76,0.4
130.5,324.047954,2.78,0.4
130.5,324.420099,2.8,0.4
130.5,324.802827,2.82,0.4
130.5,325.196094,2.84,0.4
130.5,325.599824,2.86,0.4
130.5,326.013916,2.88,0.4
130.5,326.438239,2.9,0.4
130.5,326.872635,2.92,0.4
130.5,327.316919,2.94,0.4
130.5,327.770881,2.96,0.4
130.5,328.23429,2.98,0.4
130.5,328.70689,3.0,0.4
130.6,-0.0,0.0,0.4
130.6,74.812543,0.0025,0.4
130.6,103.861293,0.005,0.4
130.6,121.233689,0.0075,0.4
130.6,133.609954,0.01,0.4
130.6,143.215101,0.0125,0.4
130.6,151.05836,0.015,0.4
130.6,157.682476,0.0175,0.4
130.6,163.412842,0.02,0.4
130.6,168.459902,0.0225,0.4
130.6,172.967595,0.025,0.4
130.6,177.038709,0.0275,0.4
130.6,180.749204,0.03,0.4
130.6,184.156805,0.0325,0.4
130.6,187.306401,0.035,0.4
130.6,190.233593,0.0375,0.4
130.6,192.967089,0.04,0.4
130.6,195.530375,0.0425,0.4
130.6,197.942912,0.045,0.4
130.6,200.221003,0.0475,0.4
130.6,202.378444,0.05,0.4
130.6,204.427009,0.0525,0.4
130.6,206.376832,0.055,0.4
130.6,208.236694,0.0575,0.4
130.6,210.014255,0.06,0.4
130.6,211.716237,0.0625,0.4
130.6,213.348572,0.065,0.4
130.6,214.916518,0.0675,0.4
130.6,216.424763,0.07,0.4
130.6,217.877497,0.0725,0.4
130.6,219.278489,0.075,0.4
130.6,220.631132,0.0775,0.4
130.6,221.9385,0.08,0.4
130.6,223.203381,0.0825,0.4
130.6,224.428314,0.085,0.4
130.6,225.615617,0.0875,0.4
130.6,226.767413,0.09,0.4
130.6,227.885649,0.0925,0.4
130.6,228.972116,0.095,0.4
130.6,230.028468,0.0975,0.4
130.6,231.056232,0.1,0.4
130.6,232.05682,0.1025,0.4
130.6,233.031544,0.105,0.4
130.6,233.981624,0.1075,0.4
130.6,234.908194,0.11,0.4
130.6,235.812312,0.1125,0.4
130.6,236.694967,0.115,0.4
130.6,237.557084,0.1175,0.4
130.6,238.39953,0.12,0.4
130.6,239.223116,0.1225,0.4
130.6,240.028606,0.125,0.4
130.6,240.81672,0.1275,0.4
130.6,241.588132,0.13,0.4
130.6,242.343481,0.1325,0.4
130.6,243.083368,0.135,0.4
130.6,243.808363,0.1375,0.4
130.6,244.519002,0.14,0.4
130.6,245.215797,0.1425,0.4
130.6,245.899229,0.145,0.4
130.6,246.569756,0.1475,0.4
130.6,247.227815,0.15,0.4
130.6,248.508157,0.155,0.4
130.6,249.74333,0.16,0.4
130.6,250.936121,0.165,0.4
130.6,252.089071,0.17,0.4
130.6,253.204498,0.175,0.4
130.6,254.284524,0.18,0.4
130.6,255.331099,0.185,0.4
130.6,256.346013,0.19,0.4
130.6,257.330919,0.195,0.4
130.6,258.287345,0.2,0.4
130.6,259.216705,0.205,0.4
130.6,260.120308,0.21,0.4
130.6,260.999376,0.215,0.4
130.6,261.855042,0.22,0.4
130.6,262.688365,0.225,0.4
130.6,263.500334,0.23,0.4
130.6,264.291873,0.235,0.4
130.6,265.063848,0.24,0.4
130.6,265.817073,0.245,0.4
130.6,266.55231,0.25,0.4
130.6,267.270278,0.255,0.4
130.6,267.971653,0.26,0.4
130.6,268.657073,0.265,0.4
130.6,269.327139,0.27,0.4
130.6,269.98242,0.275,0.4
130.6,270.623454,0.28,0.4
130.6,271.250751,0.285,0.4
130.6,271.864792,0.29,0.4
130.6,272.466037,0.295,0.4
130.6,273.05492,0.3,0.4
130.6,274.197232,0.31,0.4
130.6,275.294801,0.32,0.4
130.6,276.350415,0.33,0.4
130.6,277.366612,0.34,0.4
130.6,278.345711,0.35,0.4
130.6,279.289832,0.36,0.4
130.6,280.200923,0.37,0.4
130.6,281.080774,0.38,0.4
130.6,281.931037,0.39,0.4
130.6,282.753237,0.4,0.4
130.6,283.548788,0.41,0.4
130.6,284.319,0.42,0.4
130.6,285.065091,0.43,0.4
130.6,285.788194,0.44,0.4
130.6,286.489366,0.45,0.4
130.6,287.169596,0.46,0.4
130.6,287.829807,0.47,0.4
130.6,288.470864,0.48,0.4
130.6,289.09358,0.49,0.4
130.6,289.698715,0.5,0.4
130.6,290.286989,0.51,0.4
130.6,290.859075,0.52,0.4
130.6,291.415611,0.53,0.4
130.6,291.957197,0.54,0.4
130.6,292.484402,0.55,0.4
130.6,292.997763,0.56,0.4
130.6,293.497787,0.57,0.4
130.6,293.984958,0.58,0.4
130.6,294.459733,0.59,0.4
130.6,294.922545,0.6,0.4
130.6,295.373808,0.61,0.4
130.6,295.813913,0.62,0.4
130.6,296.243236,0.63,0.4
130.6,296.662131,0.64,0.4
130.6,297.070939,0.65,0.4
130.6,297.469983,0.66,0.4
130.6,297.859573,0.67,0.4
130.6,298.240004,0.68,0.4
130.6,298.61156,0.69,0.4
130.6,298.97451,0.7,0.4
130.6,299.329114,0.71,0.4
130.6,299.67562,0.72,0.4
130.6,300.014266,0.73,0.4
130.6,300.345281,0.74,0.4
130.6,300.668883,0.75,0.4
130.6,300.985284,0.76,0.4
130.6,301.294685,0.77,0.4
130.6,301.597281,0.78,0.4
130.6,301.893259,0.79,0.4
130.6,302.1828,0.8,0.4
130.6,302.743257,0.82,0.4
130.6,303.279966,0.84,0.4
130.6,303.794149,0.86,0.4
130.6,304.286946,0.88,0.4
130.6,304.759421,0.9,0.4
130.6,305.212571,0.92,0.4
130.6,305.647326,0.94,0.4
130.6,306.064564,0.96,0.4
130.6,306.465107,0.98,0.4
130.6,306.849731,1.0,0.4
130.6,307.219166,1.02,0.4
130.6,307.574103,1.04,0.4
130.6,307.915195,1.06,0.4
130.6,308.243062,1.08,0.4
130.6,308.55829,1.1,0.4
130.6,308.861438,1.12,0.4
130.6,309.153036,1.14,0.4
130.6,309.43359,1.16,0.4
130.6,309.703583,1.18,0.4
130.6,309.963476,1.2,0.4
130.6,310.21371,1.22,0.4
130.6,310.454708,1.24,0.4
130.6,310.686877,1.26,0.4
130.6,310.910605,1.28,0.4
130.6,311.126269,1.3,0.4
130.6,311.33423,1.32,0.4
130.6,311.534837,1.34,0.4
130.6,311.728427,1.36,0.4
130.6,311.915327,1.38,0.4
130.6,312.095852,1.4,0.4
130.6,312.270311,1.42,0.4
130.6,312.439001,1.44,0.4
130.6,312.602213,1.46,0.4
130.6,312.76023,1.48,0.4
130.6,312.913329,1.5,0.4
130.6,313.06178,1.52,0.4
130.6,313.205849,1.54,0.4
130.6,313.345795,1.56,0.4
130.6,313.481873,1.58,0.4
130.6,313.614335,1.6,0.4
130.6,313.743427,1.62,0.4
130.6,313.869395,1.64,0.4
130.6,313.992478,1.66,0.4
130.6,314.112917,1.68,0.4
130.6,314.230948,1.7,0.4
130.6,314.346806,1.72,0.4
130.6,314.460724,1.74,0.4
130.6,314.572935,1.76,0.4
130.6,314.683672,1.78,0.4
130.6,314.793166,1.8,0.4
130.6,314.901647,1.82,0.4
130.6,315.009349,1.84,0.4
130.6,315.116503,1.86,0.4
130.6,315.223342,1.88,0.4
130.6,315.3301,1.9,0.4
130.6,315.437014,1.92,0.4
130.6,315.544319,1.94,0.4
130.6,315.652256,1.96,0.4
130.6,315.761064,1.98,0.4
130.6,315.870988,2.0,0.4
130.6,315.982273,2.02,0.4
130.6,316.095168,2.04,0.4
130.6,316.209924,2.06,0.4
130.6,316.326795,2.08,0.4
130.6,316.446041,2.1,0.4
130.6,316.56792,2.12,0.4
130.6,316.692698,2.14,0.4
130.6,316.820643,2.16,0.4
130.6,316.952026,2.18,0.4
130.6,317.08712,2.2,0.4
130.6,317.226205,2.22,0.4
130.6,317.369561,2.24,0.4
130.6,317.517473,2.26,0.4
130.6,317.670228,2.28,0.4
130.6,317.828115,2.3,0.4
130.6,317.991427,2.32,0.4
130.6,318.160457,2.34,0.4
130.6,318.335499,2.36,0.4
130.6,318.51685,2.38,0.4
130.6,318.704805,2.4,0.4
130.6,318.899658,2.42,0.4
130.6,319.101703,2.44,0.4
130.6,319.311228,2.46,0.4
130.6,319.528521,2.48,0.4
130.6,319.753861,2.5,0.4
130.6,319.987523,2.52,0.4
130.6,320.229773,2.54,0.4
130.6,320.480869,2.56,0.4
130.6,320.741056,2.58,0.4
130.6,321.010567,2.6,0.4
130.6,321.28962,2.62,0.4
130.6,321.578418,2.64,0.4
130.6,321.877145,2.66,0.4
130.6,322.185966,2.68,0.4
130.6,322.505023,2.7,0.4
130.6,322.834438,2.72,0.4
130.6,323.174304,2.74,0.4
130.6,323.524692,2.76,0.4
130.6,323.885646,2.78,0.4
130.6,324.25718,2.8,0.4
130.6,324.63928,2.82,0.4
130.6,325.031904,2.84,0.4
130.6,325.434982,2.86,0.4
130.6,325.848413,2.88,0.4
130.6,326.272068,2.9,0.4
130.6,326.705793,2.92,0.4
130.6,327.149404,2.94,0.4
130.6,327.602696,2.96,0.4
130.6,328.065438,2.98,0.4
130.6,328.537378,3.0,0.4
130.8,-0.0,0.0,0.4
130.8,74.008033,0.0025,0.4
130.8,103.055948,0.005,0.4
130.8,120.445925,0.0075,0.4
130.8,132.838031,0.01,0.4
130.8,142.456524,0.0125,0.4
130.8,150.311128,0.015,0.4
130.8,156.945052,0.0175,0.4
130.8,162.684035,0.02,0.4
130.8,167.738767,0.0225,0.4
130.8,172.253371,0.025,0.4
130.8,176.330768,0.0275,0.4
130.8,180.047025,0.03,0.4
130.8,183.459943,0.0325,0.4
130.8,186.614476,0.035,0.4
130.8,189.546276,0.0375,0.4
130.8,192.284091,0.04,0.4
130.8,194.851443,0.0425,0.4
130.8,197.26782,0.045,0.4
130.8,199.54955,0.0475,0.4
130.8,201.710447,0.05,0.4
130.8,203.762306,0.0525,0.4
130.8,205.715274,0.055,0.4
130.8,207.578145,0.0575,0.4
130.8,209.35859,0.06,0.4
130.8,211.063343,0.0625,0.4
130.8,212.698343,0.065,0.4
130.8,214.268858,0.0675,0.4
130.8,215.77958,0.07,0.4
130.8,217.234708,0.0725,0.4
130.8,218.638015,0.075,0.4
130.8,219.9929,0.0775,0.4
130.8,221.302442,0.08,0.4
130.8,222.569432,0.0825,0.4
130.8,223.796414,0.085,0.4
130.8,224.985709,0.0875,0.4
130.8,226.139442,0.09,0.4
130.8,227.259565,0.0925,0.4
130.8,228.347872,0.095,0.4
130.8,229.406018,0.0975,0.4
130.8,230.435531,0.1,0.4
130.8,231.437829,0.1025,0.4
130.8,232.414223,0.105,0.4
130.8,233.365935,0.1075,0.4
130.8,234.294102,0.11,0.4
130.8,235.199784,0.1125,0.4
130.8,236.08397,0.115,0.4
130.8,236.947587,0.1175,0.4
130.8,237.791502,0.12,0.4
130.8,238.61653,0.1225,0.4
130.8,239.423435,0.125,0.4
130.8,240.212937,0.1275,0.4
130.8,240.985712,0.13,0.4
130.8,241.7424,0.1325,0.4
130.8,242.483602,0.135,0.4
130.8,243.20989,0.1375,0.4
130.8,243.921801,0.14,0.4
130.8,244.619846,0.1425,0.4
130.8,245.304508,0.145,0.4
130.8,245.976247,0.1475,0.4
130.8,246.635498,0.15,0.4
130.8,247.918171,0.155,0.4
130.8,249.155607,0.16,0.4
130.8,250.350598,0.165,0.4
130.8,251.505688,0.17,0.4
130.8,252.623199,0.175,0.4
130.8,253.705257,0.18,0.4
130.8,254.753812,0.185,0.4
130.8,255.770661,0.19,0.4
130.8,256.757457,0.195,0.4
130.8,257.71573,0.2,0.4
130.8,258.646896,0.205,0.4
130.8,259.552269,0.21,0.4
130.8,260.433069,0.215,0.4
130.8,261.290434,0.22,0.4
130.8,262.125422,0.225,0.4
130.8,262.939024,0.23,0.4
130.8,263.732167,0.235,0.4
130.8,264.505718,0.24,0.4
130.8,265.26049,0.245,0.4
130.8,265.997249,0.25,0.4
130.8,266.716713,0.255,0.4
130.8,267.41956,0.26,0.4
130.8,268.106429,0.265,0.4
130.8,268.777921,0.27,0.4
130.8,269.434607,0.275,0.4
130.8,270.077026,0.28,0.4
130.8,270.705687,0.285,0.4
130.8,271.321074,0.29,0.4
130.8,271.923646,0.295,0.4
130.8,272.513838,0.3,0.4
130.8,273.658718,0.31,0.4
130.8,274.758792,0.32,0.4
130.8,275.81685,0.33,0.4
130.8,276.835437,0.34,0.4
130.8,277.816872,0.35,0.4
130.8,278.763281,0.36,0.4
130.8,279.676613,0.37,0.4
130.8,280.558662,0.38,0.4
130.8,281.411082,0.39,0.4
130.8,282.235401,0.4,0.4
130.8,283.033034,0.41,0.4
130.8,283.805293,0.42,0.4
130.8,284.553397,0.43,0.4
130.8,285.278483,0.44,0.4
130.8,285.98161,0.45,0.4
130.8,286.663765,0.46,0.4
130.8,287.325874,0.47,0.4
130.8,287.968805,0.48,0.4
130.8,288.593369,0.49,0.4
130.8,289.20033,0.5,0.4
130.8,289.790406,0.51,0.4
130.8,290.364275,0.52,0.4
130.8,290.922572,0.53,0.4
130.8,291.465901,0.54,0.4
130.8,291.99483,0.55,0.4
130.8,292.509896,0.56,0.4
130.8,293.011609,0.57,0.4
130.8,293.500452,0.58,0.4
130.8,293.976883,0.59,0.4
130.8,294.441336,0.6,0.4
130.8,294.894225,0.61,0.4
130.8,295.335943,0.62,0.4
130.8,295.766863,0.63,0.4
130.8,296.187344,0.64,0.4
130.8,296.597724,0.65,0.4
130.8,296.998328,0.66,0.4
130.8,297.389466,0.67,0.4
130.8,297.771434,0.68,0.4
130.8,298.144515,0.69,0.4
130.8,298.50898,0.7,0.4
130.8,298.865088,0.71,0.4
130.8,299.213088,0.72,0.4
130.8,299.553218,0.73,0.4
130.8,299.885707,0.74,0.4
130.8,300.210774,0.75,0.4
130.8,300.52863,0.76,0.4
130.8,300.839478,0.77,0.4
130.8,301.143513,0.78,0.4
130.8,301.440921,0.79,0.4
130.8,301.731883,0.8,0.4
130.8,302.295159,0.82,0.4
130.8,302.834656,0.84,0.4
130.8,303.351597,0.86,0.4
130.8,303.847125,0.88,0.4
130.8,304.322303,0.9,0.4
130.8,304.778128,0.92,0.4
130.8,305.215534,0.94,0.4
130.8,305.635398,0.96,0.4
130.8,306.038542,0.98,0.4
130.8,306.425743,1.0,0.4
130.8,306.797732,1.02,0.4
130.8,307.1552,1.04,0.4
130.8,307.498801,1.06,0.4
130.8,307.829154,1.08,0.4
130.8,308.146846,1.1,0.4
130.8,308.452437,1.12,0.4
130.8,308.746455,1.14,0.4
130.8,309.029409,1.16,0.4
130.8,309.30178,1.18,0.4
130.8,309.564029,1.2,0.4
130.8,309.816599,1.22,0.4
130.8,310.059911,1.24,0.4
130.8,310.294372,1.26,0.4
130.8,310.520371,1.28,0.4
130.8,310.738284,1.3,0.4
130.8,310.948472,1.32,0.4
130.8,311.151284,1.34,0.4
130.8,311.347057,1.36,0.4
130.8,311.536117,1.38,0.4
130.8,311.71878,1.4,0.4
130.8,311.895353,1.42,0.4
130.8,312.066134,1.44,0.4
130.8,312.231413,1.46,0.4
130.8,312.391474,1.48,0.4
130.8,312.546592,1.5,0.4
130.8,312.697037,1.52,0.4
130.8,312.843074,1.54,0.4
130.8,312.984962,1.56,0.4
130.8,313.122957,1.58,0.4
130.8,313.257308,1.6,0.4
130.8,313.388262,1.62,0.4
130.8,313.516064,1.64,0.4
130.8,313.640953,1.66,0.4
130.8,313.763168,1.68,0.4
130.8,313.882945,1.7,0.4
130.8,314.000519,1.72,0.4
130.8,314.116122,1.74,0.4
130.8,314.229986,1.76,0.4
130.8,314.342342,1.78,0.4
130.8,314.453422,1.8,0.4
130.8,314.563455,1.82,0.4
130.8,314.672672,1.84,0.4
130.8,314.781306,1.86,0.4
130.8,314.889588,1.88,0.4
130.8,314.997751,1.9,0.4
130.8,315.106029,1.92,0.4
130.8,315.214659,1.94,0.4
130.8,315.323879,1.96,0.4
130.8,315.433928,1.98,0.4
130.8,315.545049,2.0,0.4
130.8,315.657486,2.02,0.4
130.8,315.771487,2.04,0.4
130.8,315.887302,2.06,0.4
130.8,316.005184,2.08,0.4
130.8,316.125389,2.1,0.4
130.8,316.248177,2.12,0.4
130.8,316.373811,2.14,0.4
130.8,316.502558,2.16,0.4
130.8,316.634687,2.18,0.4
130.8,316.770471,2.2,0.4
130.8,316.910186,2.22,0.4
130.8,317.054114,2.24,0.4
130.8,317.202536,2.26,0.4
130.8,317.355738,2.28,0.4
130.8,317.514009,2.3,0.4
130.8,317.677639,2.32,0.4
130.8,317.846921,2.34,0.4
130.8,318.022147,2.36,0.4
130.8,318.203614,2.38,0.4
130.8,318.391615,2.4,0.4
130.8,318.586444,2.42,0.4
130.8,318.788393,2.44,0.4
130.8,318.997751,2.46,0.4
130.8,319.214804,2.48,0.4
130.8,319.439832,2.5,0.4
130.8,319.673111,2.52,0.4
130.8,319.914906,2.54,0.4
130.8,320.165475,2.56,0.4
130.8,320.425065,2.58,0.4
130.8,320.69391,2.6,0.4
130.8,320.97223,2.62,0.4
130.8,321.26023,2.64,0.4
130.8,321.558095,2.66,0.4
130.8,321.865994,2.68,0.4
130.8,322.184071,2.7,0.4
130.8,322.512451,2.72,0.4
130.8,322.851232,2.74,0.4
130.8,323.20049,2.76,0.4
130.8,323.560269,2.78,0.4
130.8,323.930592,2.8,0.4
130.8,324.311447,2.82,0.4
130.8,324.702799,2.84,0.4
130.8,325.104581,2.86,0.4
130.8,325.516697,2.88,0.4
130.8,325.939026,2.9,0.4
130.8,326.371417,2.92,0.4
130.8,326.813692,2.94,0.4
130.8,327.265649,2.96,0.4
130.8,327.727064,2.98,0.4
130.8,328.197689,3.0,0.4
131.0,-0.0,0.0,0.4
131.0,73.204225,0.0025,0.4
131.0,102.249373,0.005,0.4
131.0,119.656504,0.0075,0.4
131.0,132.064294,0.01,0.4
131.0,141.69606,0.0125,0.4
131.0,149.561968,0.015,0.4
131.0,156.205674,0.0175,0.4
131.0,161.953255,0.02,0.4
131.0,167.015648,0.0225,0.4
131.0,171.537153,0.025,0.4
131.0,175.620828,0.0275,0.4
131.0,179.342839,0.03,0.4
131.0,182.76107,0.0325,0.4
131.0,185.920536,0.035,0.4
131.0,188.85694,0.0375,0.4
131.0,191.599071,0.04,0.4
131.0,194.170486,0.0425,0.4
131.0,196.5907,0.045,0.4
131.0,198.876066,0.0475,0.4
131.0,201.040418,0.05,0.4
131.0,203.095568,0.0525,0.4
131.0,205.051678,0.055,0.4
131.0,206.917556,0.0575,0.4
131.0,208.700885,0.06,0.4
131.0,210.408406,0.0625,0.4
131.0,212.046069,0.065,0.4
131.0,213.61915,0.0675,0.4
131.0,215.132348,0.07,0.4
131.0,216.589868,0.0725,0.4
131.0,217.995489,0.075,0.4
131.0,219.352615,0.0775,0.4
131.0,220.664328,0.08,0.4
131.0,221.933426,0.0825,0.4
131.0,223.162455,0.085,0.4
131.0,224.353741,0.0875,0.4
131.0,225.509411,0.09,0.4
131.0,226.631419,0.0925,0.4
131.0,227.721564,0.095,0.4
131.0,228.781502,0.0975,0.4
131.0,229.812764,0.1,0.4
131.0,230.816769,0.1025,0.4
131.0,231.794832,0.105,0.4
131.0,232.748176,0.1075,0.4
131.0,233.677939,0.11,0.4
131.0,234.585182,0.1125,0.4
131.0,235.470898,0.115,0.4
131.0,236.336013,0.1175,0.4
131.0,237.181397,0.12,0.4
131.0,238.007865,0.1225,0.4
131.0,238.816183,0.125,0.4
131.0,239.607071,0.1275,0.4
131.0,240.381208,0.13,0.4
131.0,241.139233,0.1325,0.4
131.0,241.88175,0.135,0.4
131.0,242.609329,0.1375,0.4
131.0,243.322511,0.14,0.4
131.0,244.021805,0.1425,0.4
131.0,244.707697,0.145,0.4
131.0,245.380645,0.1475,0.4
131.0,246.041087,0.15,0.4
131.0,247.326089,0.155,0.4
131.0,248.565786,0.16,0.4
131.0,249.762974,0.165,0.4
131.0,250.920202,0.17,0.4
131.0,252.039794,0.175,0.4
131.0,253.123881,0.18,0.4
131.0,254.174415,0.185,0.4
131.0,255.193196,0.19,0.4
131.0,256.181879,0.195,0.4
131.0,257.141997,0.2,0.4
131.0,258.074969,0.205,0.4
131.0,258.982108,0.21,0.4
131.0,259.864639,0.215,0.4
131.0,260.7237,0.22,0.4
131.0,261.560351,0.225,0.4
131.0,262.375585,0.23,0.4
131.0,263.17033,0.235,0.4
131.0,263.945453,0.24,0.4
131.0,264.701771,0.245,0.4
131.0,265.440049,0.25,0.4
131.0,266.161008,0.255,0.4
131.0,266.865325,0.26,0.4
131.0,267.553641,0.265,0.4
131.0,268.226558,0.27,0.4
131.0,268.884648,0.275,0.4
131.0,269.528449,0.28,0.4
131.0,270.158473,0.285,0.4
131.0,270.775204,0.29,0.4
131.0,271.379101,0.295,0.4
131.0,271.970601,0.3,0.4
131.0,273.118046,0.31,0.4
131.0,274.220621,0.32,0.4
131.0,275.281121,0.33,0.4
131.0,276.302094,0.34,0.4
131.0,277.285863,0.35,0.4
131.0,278.234557,0.36,0.4
131.0,279.150127,0.37,0.4
131.0,280.034372,0.38,0.4
131.0,280.888947,0.39,0.4
131.0,281.715381,0.4,0.4
131.0,282.515094,0.41,0.4
131.0,283.289397,0.42,0.4
131.0,284.039514,0.43,0.4
131.0,284.766582,0.44,0.4
131.0,285.47166,0.45,0.4
131.0,286.155739,0.46,0.4
131.0,286.819745,0.47,0.4
131.0,287.464547,0.48,0.4
131.0,288.090958,0.49,0.4
131.0,288.699743,0.5,0.4
131.0,289.291622,0.51,0.4
131.0,289.867271,0.52,0.4
131.0,290.42733,0.53,0.4
131.0,290.9724,0.54,0.4
131.0,291.503051,0.55,0.4
131.0,292.019823,0.56,0.4
131.0,292.523224,0.57,0.4
